November 2023 Global Gridded Temperature Anomalies (Degrees Celsius)
Base Period: 1991-2020
Missing: -999.00
Latitude,Longitude,Anomaly
47.5N,17.5E,0.42
47.5N,22.5E,0.84
47.5N,27.5E,1.71
47.5N,32.5E,2.49
47.5N,37.5E,2.89
47.5N,42.5E,4.10
47.5N,47.5E,4.64
47.5N,52.5E,4.16
47.5N,57.5E,5.35
47.5N,62.5E,6.10
47.5N,67.5E,6.74
47.5N,72.5E,6.66
47.5N,77.5E,5.43
47.5N,82.5E,4.02
47.5N,87.5E,2.73
47.5N,92.5E,1.42
47.5N,97.5E,-0.04
47.5N,102.5E,-0.07
47.5N,107.5E,-0.95
47.5N,112.5E,-2.81
47.5N,117.5E,-2.23
47.5N,122.5E,-1.77
47.5N,127.5E,-2.38
47.5N,132.5E,-1.60
47.5N,137.5E,0.01
47.5N,142.5E,1.96
47.5N,147.5E,1.38
47.5N,152.5E,1.03
47.5N,157.5E,1.05
47.5N,162.5E,1.16
47.5N,167.5E,1.10
47.5N,172.5E,1.11
47.5N,177.5E,1.19
47.5N,177.5W,1.15
47.5N,172.5W,1.02
47.5N,167.5W,1.05
47.5N,162.5W,1.25
47.5N,157.5W,1.30
47.5N,152.5W,0.98
47.5N,147.5W,0.50
47.5N,142.5W,0.00
47.5N,137.5W,0.04
47.5N,132.5W,0.29
47.5N,127.5W,0.62
47.5N,122.5W,0.51
47.5N,117.5W,0.44
47.5N,112.5W,2.08
47.5N,107.5W,2.49
47.5N,102.5W,1.96
47.5N,97.5W,1.95
47.5N,92.5W,1.17
47.5N,87.5W,0.85
47.5N,82.5W,0.17
47.5N,77.5W,-0.93
47.5N,72.5W,-0.88
47.5N,67.5W,-0.81
47.5N,62.5W,0.61
47.5N,57.5W,0.14
47.5N,52.5W,-0.03
47.5N,47.5W,0.19
47.5N,42.5W,0.08
47.5N,37.5W,-0.13
47.5N,32.5W,-0.14
47.5N,27.5W,-0.09
47.5N,22.5W,-0.13
47.5N,17.5W,-0.08
47.5N,12.5W,0.18
47.5N,7.5W,0.38
47.5N,2.5W,0.65
52.5N,2.5E,0.75
52.5N,7.5E,0.62
52.5N,12.5E,0.52
52.5N,17.5E,0.21
52.5N,22.5E,-0.39
52.5N,27.5E,0.38
52.5N,32.5E,1.26
52.5N,37.5E,2.21
52.5N,42.5E,2.70
52.5N,47.5E,3.28
52.5N,52.5E,4.22
52.5N,57.5E,4.60
52.5N,62.5E,5.38
52.5N,67.5E,5.97
52.5N,72.5E,5.93
52.5N,77.5E,5.46
52.5N,82.5E,4.86
52.5N,87.5E,2.97
52.5N,92.5E,0.07
52.5N,97.5E,-1.21
52.5N,102.5E,-0.41
52.5N,107.5E,-0.44
52.5N,112.5E,-0.07
52.5N,117.5E,-0.18
52.5N,122.5E,0.09
52.5N,127.5E,0.87
52.5N,132.5E,0.12
52.5N,137.5E,-0.11
52.5N,142.5E,0.90
52.5N,147.5E,0.96
52.5N,152.5E,0.86
52.5N,157.5E,0.71
52.5N,162.5E,0.87
52.5N,167.5E,0.94
52.5N,172.5E,0.95
52.5N,177.5E,1.13
52.5N,177.5W,1.05
52.5N,172.5W,0.84
52.5N,167.5W,0.76
52.5N,162.5W,0.83
52.5N,157.5W,0.82
52.5N,152.5W,0.75
52.5N,147.5W,0.61
52.5N,142.5W,0.44
52.5N,137.5W,0.44
52.5N,132.5W,0.67
52.5N,127.5W,0.87
52.5N,122.5W,1.33
52.5N,117.5W,1.81
52.5N,112.5W,3.89
52.5N,107.5W,3.64
52.5N,102.5W,2.84
52.5N,97.5W,2.17
52.5N,92.5W,0.75
52.5N,87.5W,0.57
52.5N,82.5W,-0.07
52.5N,77.5W,-0.42
52.5N,72.5W,-0.80
52.5N,67.5W,-0.42
52.5N,62.5W,-0.26
52.5N,57.5W,0.30
52.5N,52.5W,0.60
52.5N,47.5W,0.55
52.5N,42.5W,0.22
52.5N,37.5W,0.23
52.5N,32.5W,0.16
52.5N,27.5W,0.22
52.5N,22.5W,0.27
52.5N,17.5W,0.26
52.5N,12.5W,0.40
52.5N,7.5W,0.43
52.5N,2.5W,0.51
57.5N,2.5E,0.38
57.5N,7.5E,-0.01
57.5N,12.5E,-0.48
57.5N,17.5E,-0.31
57.5N,22.5E,-0.39
57.5N,27.5E,-0.39
57.5N,32.5E,-0.18
57.5N,37.5E,0.96
57.5N,42.5E,1.61
57.5N,47.5E,1.64
57.5N,52.5E,3.07
57.5N,57.5E,4.09
57.5N,62.5E,3.72
57.5N,67.5E,4.67
57.5N,72.5E,4.75
57.5N,77.5E,4.24
57.5N,82.5E,4.01
57.5N,87.5E,2.62
57.5N,92.5E,0.48
57.5N,97.5E,-0.21
57.5N,102.5E,-0.22
57.5N,107.5E,0.11
57.5N,112.5E,1.56
57.5N,117.5E,0.53
57.5N,122.5E,2.54
57.5N,127.5E,2.28
57.5N,132.5E,3.04
57.5N,137.5E,1.24
57.5N,142.5E,0.98
57.5N,147.5E,0.98
57.5N,152.5E,0.69
57.5N,157.5E,0.61
57.5N,162.5E,0.97
57.5N,167.5E,1.43
57.5N,172.5E,1.38
57.5N,177.5E,0.97
57.5N,177.5W,0.65
57.5N,172.5W,0.38
57.5N,167.5W,0.24
57.5N,162.5W,0.21
57.5N,157.5W,0.82
57.5N,152.5W,0.77
57.5N,147.5W,0.79
57.5N,142.5W,0.75
57.5N,137.5W,0.94
57.5N,132.5W,1.64
57.5N,127.5W,2.07
57.5N,122.5W,4.33
57.5N,117.5W,4.88
57.5N,112.5W,3.63
57.5N,107.5W,3.20
57.5N,102.5W,2.18
57.5N,97.5W,2.47
57.5N,92.5W,1.58
57.5N,87.5W,0.97
57.5N,82.5W,0.70
57.5N,77.5W,1.07
57.5N,72.5W,1.28
57.5N,67.5W,0.96
57.5N,62.5W,0.96
57.5N,57.5W,0.78
57.5N,52.5W,0.57
57.5N,47.5W,0.54
57.5N,42.5W,0.45
57.5N,37.5W,0.57
57.5N,32.5W,0.74
57.5N,27.5W,0.74
57.5N,22.5W,0.68
57.5N,17.5W,0.57
57.5N,12.5W,0.48
57.5N,7.5W,0.41
57.5N,2.5W,0.28
62.5N,2.5E,0.34
62.5N,7.5E,-0.92
62.5N,12.5E,-3.85
62.5N,17.5E,-2.08
62.5N,22.5E,-1.09
62.5N,27.5E,-2.17
62.5N,32.5E,-1.98
62.5N,37.5E,0.07
62.5N,42.5E,0.18
62.5N,47.5E,0.90
62.5N,52.5E,2.06
62.5N,57.5E,2.90
62.5N,62.5E,3.02
62.5N,67.5E,4.00
62.5N,72.5E,3.98
62.5N,77.5E,4.47
62.5N,82.5E,4.46
62.5N,87.5E,3.16
62.5N,92.5E,2.67
62.5N,97.5E,1.92
62.5N,102.5E,3.48
62.5N,107.5E,3.56
62.5N,112.5E,3.36
62.5N,117.5E,4.10
62.5N,122.5E,4.22
62.5N,127.5E,3.91
62.5N,132.5E,3.49
62.5N,137.5E,3.35
62.5N,142.5E,1.93
62.5N,147.5E,1.29
62.5N,152.5E,2.75
62.5N,157.5E,1.71
62.5N,162.5E,2.12
62.5N,167.5E,3.07
62.5N,172.5E,3.10
62.5N,177.5E,1.69
62.5N,177.5W,0.35
62.5N,172.5W,0.37
62.5N,167.5W,0.43
62.5N,162.5W,2.38
62.5N,157.5W,4.41
62.5N,152.5W,2.77
62.5N,147.5W,3.98
62.5N,142.5W,4.57
62.5N,137.5W,5.40
62.5N,132.5W,4.24
62.5N,127.5W,3.81
62.5N,122.5W,5.28
62.5N,117.5W,4.58
62.5N,112.5W,3.42
62.5N,107.5W,3.53
62.5N,102.5W,3.45
62.5N,97.5W,3.77
62.5N,92.5W,2.46
62.5N,87.5W,1.61
62.5N,82.5W,1.54
62.5N,77.5W,1.31
62.5N,72.5W,1.58
62.5N,67.5W,1.70
62.5N,62.5W,0.97
62.5N,57.5W,0.62
62.5N,52.5W,0.65
62.5N,47.5W,1.36
62.5N,42.5W,0.69
62.5N,37.5W,0.25
62.5N,32.5W,0.58
62.5N,27.5W,0.65
62.5N,22.5W,0.57
62.5N,17.5W,0.41
62.5N,12.5W,0.30
62.5N,7.5W,0.27
62.5N,2.5W,0.31
67.5N,2.5E,-1.25
67.5N,7.5E,-1.23
67.5N,12.5E,-2.20
67.5N,17.5E,-3.80
67.5N,22.5E,-3.64
67.5N,27.5E,-3.90
67.5N,32.5E,-4.35
67.5N,37.5E,-3.70
67.5N,42.5E,0.73
67.5N,47.5E,-1.00
67.5N,52.5E,3.14
67.5N,57.5E,1.97
67.5N,62.5E,3.94
67.5N,67.5E,2.80
67.5N,72.5E,4.29
67.5N,77.5E,3.84
67.5N,82.5E,4.20
67.5N,87.5E,3.14
67.5N,92.5E,3.72
67.5N,97.5E,3.79
67.5N,102.5E,4.04
67.5N,107.5E,4.98
67.5N,112.5E,5.65
67.5N,117.5E,7.48
67.5N,122.5E,5.26
67.5N,127.5E,6.19
67.5N,132.5E,4.89
67.5N,137.5E,4.30
67.5N,142.5E,3.36
67.5N,147.5E,3.03
67.5N,152.5E,3.15
67.5N,157.5E,3.56
67.5N,162.5E,4.22
67.5N,167.5E,4.78
67.5N,172.5E,4.59
67.5N,177.5E,4.60
67.5N,177.5W,4.73
67.5N,172.5W,3.72
67.5N,167.5W,3.46
67.5N,162.5W,3.51
67.5N,157.5W,5.11
67.5N,152.5W,6.42
67.5N,147.5W,5.62
67.5N,142.5W,6.47
67.5N,137.5W,6.07
67.5N,132.5W,5.83
67.5N,127.5W,5.92
67.5N,122.5W,4.87
67.5N,117.5W,5.17
67.5N,112.5W,4.88
67.5N,107.5W,5.40
67.5N,102.5W,5.91
67.5N,97.5W,5.94
67.5N,92.5W,5.50
67.5N,87.5W,6.01
67.5N,82.5W,6.42
67.5N,77.5W,4.44
67.5N,72.5W,3.94
67.5N,67.5W,3.78
67.5N,62.5W,6.94
67.5N,57.5W,3.31
67.5N,52.5W,1.67
67.5N,47.5W,2.29
67.5N,42.5W,1.67
67.5N,37.5W,0.15
67.5N,32.5W,-1.04
67.5N,27.5W,-0.93
67.5N,22.5W,-1.18
67.5N,17.5W,-1.13
67.5N,12.5W,-0.97
67.5N,7.5W,-0.87
67.5N,2.5W,-0.80
72.5N,2.5E,-1.03
72.5N,7.5E,-1.32
72.5N,12.5E,-1.42
72.5N,17.5E,-0.12
72.5N,22.5E,-1.66
72.5N,27.5E,-1.48
72.5N,32.5E,-0.49
72.5N,37.5E,-0.79
72.5N,42.5E,-0.45
72.5N,47.5E,0.15
72.5N,52.5E,0.80
72.5N,57.5E,1.27
72.5N,62.5E,1.63
72.5N,67.5E,2.13
72.5N,72.5E,3.68
72.5N,77.5E,2.88
72.5N,82.5E,3.37
72.5N,87.5E,3.94
72.5N,92.5E,4.57
72.5N,97.5E,5.01
72.5N,102.5E,5.18
72.5N,107.5E,5.56
72.5N,112.5E,5.49
72.5N,117.5E,5.80
72.5N,122.5E,5.94
72.5N,127.5E,4.04
72.5N,132.5E,5.47
72.5N,137.5E,3.72
72.5N,142.5E,3.65
72.5N,147.5E,3.49
72.5N,152.5E,3.27
72.5N,157.5E,3.26
72.5N,162.5E,3.30
72.5N,167.5E,3.61
72.5N,172.5E,3.85
72.5N,177.5E,3.79
72.5N,177.5W,3.33
72.5N,172.5W,4.10
72.5N,167.5W,4.16
72.5N,162.5W,4.37
72.5N,157.5W,3.77
72.5N,152.5W,4.77
72.5N,147.5W,5.57
72.5N,142.5W,5.68
72.5N,137.5W,6.09
72.5N,132.5W,6.37
72.5N,127.5W,5.83
72.5N,122.5W,9.13
72.5N,117.5W,5.56
72.5N,112.5W,7.43
72.5N,107.5W,6.81
72.5N,102.5W,7.09
72.5N,97.5W,5.34
72.5N,92.5W,5.01
72.5N,87.5W,5.84
72.5N,82.5W,5.92
72.5N,77.5W,6.44
72.5N,72.5W,4.69
72.5N,67.5W,7.30
72.5N,62.5W,3.85
72.5N,57.5W,3.58
72.5N,52.5W,3.47
72.5N,47.5W,2.24
72.5N,42.5W,1.03
72.5N,37.5W,0.01
72.5N,32.5W,-0.03
72.5N,27.5W,0.40
72.5N,22.5W,0.36
72.5N,17.5W,1.22
72.5N,12.5W,0.25
72.5N,7.5W,-0.72
72.5N,2.5W,-0.37
77.5N,2.5E,-1.03
77.5N,7.5E,-1.63
77.5N,12.5E,-0.37
77.5N,17.5E,-3.24
77.5N,22.5E,-5.24
77.5N,27.5E,-1.64
77.5N,32.5E,-4.76
77.5N,37.5E,-4.34
77.5N,42.5E,-3.33
77.5N,47.5E,-2.23
77.5N,52.5E,-1.50
77.5N,57.5E,-0.92
77.5N,62.5E,0.15
77.5N,67.5E,0.80
77.5N,72.5E,0.95
77.5N,77.5E,2.21
77.5N,82.5E,1.81
77.5N,87.5E,2.86
77.5N,92.5E,1.92
77.5N,97.5E,3.11
77.5N,102.5E,2.12
77.5N,107.5E,4.01
77.5N,112.5E,3.82
77.5N,117.5E,3.98
77.5N,122.5E,4.29
77.5N,127.5E,4.29
77.5N,132.5E,3.74
77.5N,137.5E,1.35
77.5N,142.5E,3.40
77.5N,147.5E,3.39
77.5N,152.5E,3.07
77.5N,157.5E,3.38
77.5N,162.5E,3.61
77.5N,167.5E,2.88
77.5N,172.5E,3.44
77.5N,177.5E,2.93
77.5N,177.5W,4.07
77.5N,172.5W,4.75
77.5N,167.5W,3.99
77.5N,162.5W,4.32
77.5N,157.5W,4.71
77.5N,152.5W,5.44
77.5N,147.5W,5.04
77.5N,142.5W,5.30
77.5N,137.5W,6.03
77.5N,132.5W,5.62
77.5N,127.5W,5.84
77.5N,122.5W,6.14
77.5N,117.5W,2.74
77.5N,112.5W,6.40
77.5N,107.5W,8.85
77.5N,102.5W,4.35
77.5N,97.5W,5.84
77.5N,92.5W,5.79
77.5N,87.5W,-0.55
77.5N,82.5W,3.36
77.5N,77.5W,6.24
77.5N,72.5W,5.55
77.5N,67.5W,5.57
77.5N,62.5W,4.74
77.5N,57.5W,4.03
77.5N,52.5W,3.59
77.5N,47.5W,2.73
77.5N,42.5W,2.06
77.5N,37.5W,1.77
77.5N,32.5W,1.64
77.5N,27.5W,1.58
77.5N,22.5W,1.70
77.5N,17.5W,1.08
77.5N,12.5W,4.41
77.5N,7.5W,0.64
77.5N,2.5W,-0.04
82.5N,2.5E,-1.82
82.5N,7.5E,-1.83
82.5N,12.5E,-2.31
82.5N,17.5E,-3.00
82.5N,22.5E,-3.07
82.5N,27.5E,-3.46
82.5N,32.5E,-2.83
82.5N,37.5E,-2.43
82.5N,42.5E,-1.41
82.5N,47.5E,-0.66
82.5N,52.5E,-0.88
82.5N,57.5E,0.40
82.5N,62.5E,0.10
82.5N,67.5E,0.34
82.5N,72.5E,0.87
82.5N,77.5E,1.67
82.5N,82.5E,1.73
82.5N,87.5E,2.09
82.5N,92.5E,2.28
82.5N,97.5E,2.53
82.5N,102.5E,2.52
82.5N,107.5E,2.88
82.5N,112.5E,3.17
82.5N,117.5E,3.30
82.5N,122.5E,3.71
82.5N,127.5E,3.51
82.5N,132.5E,3.75
82.5N,137.5E,3.86
82.5N,142.5E,3.24
82.5N,147.5E,3.40
82.5N,152.5E,3.64
82.5N,157.5E,3.35
82.5N,162.5E,3.48
82.5N,167.5E,4.06
82.5N,172.5E,3.73
82.5N,177.5E,3.36
82.5N,177.5W,3.83
82.5N,172.5W,4.08
82.5N,167.5W,4.07
82.5N,162.5W,3.71
82.5N,157.5W,3.71
82.5N,152.5W,4.22
82.5N,147.5W,4.88
82.5N,142.5W,4.41
82.5N,137.5W,4.36
82.5N,132.5W,4.57
82.5N,127.5W,4.53
82.5N,122.5W,4.45
82.5N,117.5W,4.36
82.5N,112.5W,4.68
82.5N,107.5W,15.10
82.5N,102.5W,12.13
82.5N,97.5W,5.01
82.5N,92.5W,4.76
82.5N,87.5W,5.29
82.5N,82.5W,5.39
82.5N,77.5W,5.08
82.5N,72.5W,5.03
82.5N,67.5W,4.52
82.5N,62.5W,0.25
82.5N,57.5W,4.08
82.5N,52.5W,4.13
82.5N,47.5W,4.52
82.5N,42.5W,4.27
82.5N,37.5W,4.72
82.5N,32.5W,5.34
82.5N,27.5W,2.97
82.5N,22.5W,4.83
82.5N,17.5W,-0.03
82.5N,12.5W,2.80
82.5N,7.5W,2.86
82.5N,2.5W,2.03
87.5N,2.5E,-0.31
87.5N,7.5E,-0.21
87.5N,12.5E,-0.49
87.5N,17.5E,1.40
87.5N,22.5E,1.38
87.5N,27.5E,-2.44
87.5N,32.5E,-1.85
87.5N,37.5E,-1.89
87.5N,42.5E,-1.98
87.5N,47.5E,2.03
87.5N,52.5E,2.16
87.5N,57.5E,2.24
87.5N,62.5E,1.92
87.5N,67.5E,2.01
87.5N,72.5E,2.11
87.5N,77.5E,2.13
87.5N,82.5E,2.25
87.5N,87.5E,2.33
87.5N,92.5E,2.10
87.5N,97.5E,2.37
87.5N,102.5E,2.43
87.5N,107.5E,0.06
87.5N,112.5E,0.17
87.5N,117.5E,0.39
87.5N,122.5E,2.67
87.5N,127.5E,2.79
87.5N,132.5E,2.93
87.5N,137.5E,2.68
87.5N,142.5E,2.67
87.5N,147.5E,2.90
87.5N,152.5E,2.73
87.5N,157.5E,2.76
87.5N,162.5E,2.84
87.5N,167.5E,3.18
87.5N,172.5E,3.20
87.5N,177.5E,3.13
87.5N,177.5W,3.16
87.5N,172.5W,3.07
87.5N,167.5W,3.04
87.5N,162.5W,3.38
87.5N,157.5W,3.50
87.5N,152.5W,3.33
87.5N,147.5W,2.89
87.5N,142.5W,3.04
87.5N,137.5W,3.19
87.5N,132.5W,3.62
87.5N,127.5W,3.74
87.5N,122.5W,3.70
87.5N,117.5W,3.72
87.5N,112.5W,3.74
87.5N,107.5W,3.54
87.5N,102.5W,3.73
87.5N,97.5W,3.42
87.5N,92.5W,3.42
87.5N,87.5W,3.50
87.5N,82.5W,3.40
87.5N,77.5W,3.39
87.5N,72.5W,3.37
87.5N,67.5W,3.35
87.5N,62.5W,3.15
87.5N,57.5W,3.17
87.5N,52.5W,2.57
87.5N,47.5W,3.09
87.5N,42.5W,3.02
87.5N,37.5W,2.84
87.5N,32.5W,2.76
87.5N,27.5W,2.85
87.5N,22.5W,2.25
87.5N,17.5W,2.19
87.5N,12.5W,2.76
87.5N,7.5W,0.78
87.5N,2.5W,0.61
