December 2023 Global Gridded Temperature Anomalies (Degrees Celsius)
Base Period: 1991-2020
Missing: -999.00
Latitude,Longitude,Anomaly
47.5N,22.5E,2.71
47.5N,27.5E,3.09
47.5N,32.5E,2.95
47.5N,37.5E,2.53
47.5N,42.5E,2.75
47.5N,47.5E,1.43
47.5N,52.5E,2.40
47.5N,57.5E,2.46
47.5N,62.5E,3.18
47.5N,67.5E,3.05
47.5N,72.5E,2.12
47.5N,77.5E,2.54
47.5N,82.5E,1.59
47.5N,87.5E,-0.05
47.5N,92.5E,-0.27
47.5N,97.5E,0.37
47.5N,102.5E,-0.16
47.5N,107.5E,-0.71
47.5N,112.5E,-1.80
47.5N,117.5E,-1.89
47.5N,122.5E,-1.42
47.5N,127.5E,-1.51
47.5N,132.5E,-1.79
47.5N,137.5E,-1.01
47.5N,142.5E,1.00
47.5N,147.5E,0.84
47.5N,152.5E,0.73
47.5N,157.5E,0.62
47.5N,162.5E,0.73
47.5N,167.5E,0.82
47.5N,172.5E,0.97
47.5N,177.5E,1.12
47.5N,177.5W,1.04
47.5N,172.5W,0.85
47.5N,167.5W,0.76
47.5N,162.5W,0.79
47.5N,157.5W,0.79
47.5N,152.5W,0.58
47.5N,147.5W,0.25
47.5N,142.5W,0.16
47.5N,137.5W,0.35
47.5N,132.5W,0.49
47.5N,127.5W,0.82
47.5N,122.5W,2.30
47.5N,117.5W,3.09
47.5N,112.5W,4.67
47.5N,107.5W,5.78
47.5N,102.5W,5.66
47.5N,97.5W,7.13
47.5N,92.5W,7.04
47.5N,87.5W,2.16
47.5N,82.5W,3.49
47.5N,77.5W,3.91
47.5N,72.5W,3.98
47.5N,67.5W,3.30
47.5N,62.5W,0.68
47.5N,57.5W,0.29
47.5N,52.5W,-0.13
47.5N,47.5W,-0.48
47.5N,42.5W,-0.68
47.5N,37.5W,-0.54
47.5N,32.5W,-0.14
47.5N,27.5W,0.23
47.5N,22.5W,0.36
47.5N,17.5W,0.42
47.5N,12.5W,0.48
47.5N,7.5W,0.39
47.5N,2.5W,0.73
52.5N,2.5E,0.79
52.5N,7.5E,1.27
52.5N,12.5E,1.52
52.5N,17.5E,1.76
52.5N,22.5E,1.74
52.5N,27.5E,2.04
52.5N,32.5E,1.88
52.5N,37.5E,1.78
52.5N,42.5E,1.72
52.5N,47.5E,1.61
52.5N,52.5E,1.60
52.5N,57.5E,1.53
52.5N,62.5E,0.72
52.5N,67.5E,1.17
52.5N,72.5E,0.81
52.5N,77.5E,0.59
52.5N,82.5E,0.67
52.5N,87.5E,-0.15
52.5N,92.5E,-2.50
52.5N,97.5E,-2.55
52.5N,102.5E,-2.20
52.5N,107.5E,-1.97
52.5N,112.5E,-1.21
52.5N,117.5E,-1.29
52.5N,122.5E,-1.64
52.5N,127.5E,-0.51
52.5N,132.5E,-1.08
52.5N,137.5E,-0.66
52.5N,142.5E,-1.01
52.5N,147.5E,0.28
52.5N,152.5E,0.38
52.5N,157.5E,0.18
52.5N,162.5E,0.40
52.5N,167.5E,0.72
52.5N,172.5E,0.82
52.5N,177.5E,1.02
52.5N,177.5W,0.81
52.5N,172.5W,0.71
52.5N,167.5W,0.61
52.5N,162.5W,0.53
52.5N,157.5W,0.47
52.5N,152.5W,0.42
52.5N,147.5W,0.37
52.5N,142.5W,0.42
52.5N,137.5W,0.57
52.5N,132.5W,0.78
52.5N,127.5W,1.74
52.5N,122.5W,5.00
52.5N,117.5W,4.68
52.5N,112.5W,6.99
52.5N,107.5W,8.40
52.5N,102.5W,7.99
52.5N,97.5W,7.74
52.5N,92.5W,7.98
52.5N,87.5W,8.60
52.5N,82.5W,4.05
52.5N,77.5W,4.33
52.5N,72.5W,4.73
52.5N,67.5W,3.73
52.5N,62.5W,3.49
52.5N,57.5W,1.26
52.5N,52.5W,0.25
52.5N,47.5W,0.23
52.5N,42.5W,-0.20
52.5N,37.5W,0.04
52.5N,32.5W,0.12
52.5N,27.5W,0.23
52.5N,22.5W,0.34
52.5N,17.5W,0.41
52.5N,12.5W,0.48
52.5N,7.5W,0.73
52.5N,2.5W,1.04
57.5N,2.5E,0.28
57.5N,7.5E,0.02
57.5N,12.5E,-0.39
57.5N,17.5E,-0.70
57.5N,22.5E,-0.74
57.5N,27.5E,-0.34
57.5N,32.5E,-0.75
57.5N,37.5E,-0.58
57.5N,42.5E,-0.50
57.5N,47.5E,-1.55
57.5N,52.5E,-1.21
57.5N,57.5E,-1.44
57.5N,62.5E,-1.49
57.5N,67.5E,-0.76
57.5N,72.5E,-0.19
57.5N,77.5E,0.10
57.5N,82.5E,0.23
57.5N,87.5E,-1.22
57.5N,92.5E,-1.92
57.5N,97.5E,-2.24
57.5N,102.5E,-2.58
57.5N,107.5E,-2.62
57.5N,112.5E,-1.88
57.5N,117.5E,-2.62
57.5N,122.5E,-0.82
57.5N,127.5E,-1.87
57.5N,132.5E,-0.06
57.5N,137.5E,-0.82
57.5N,142.5E,0.12
57.5N,147.5E,0.34
57.5N,152.5E,0.36
57.5N,157.5E,0.55
57.5N,162.5E,0.02
57.5N,167.5E,1.09
57.5N,172.5E,1.16
57.5N,177.5E,0.80
57.5N,177.5W,0.57
57.5N,172.5W,0.22
57.5N,167.5W,0.24
57.5N,162.5W,-0.29
57.5N,157.5W,-0.27
57.5N,152.5W,0.29
57.5N,147.5W,0.60
57.5N,142.5W,0.66
57.5N,137.5W,0.98
57.5N,132.5W,2.05
57.5N,127.5W,3.27
57.5N,122.5W,6.15
57.5N,117.5W,7.54
57.5N,112.5W,8.30
57.5N,107.5W,8.60
57.5N,102.5W,8.38
57.5N,97.5W,8.83
57.5N,92.5W,9.04
57.5N,87.5W,1.52
57.5N,82.5W,0.15
57.5N,77.5W,1.35
57.5N,72.5W,4.54
57.5N,67.5W,3.92
57.5N,62.5W,2.60
57.5N,57.5W,0.81
57.5N,52.5W,0.77
57.5N,47.5W,0.67
57.5N,42.5W,0.52
57.5N,37.5W,0.61
57.5N,32.5W,0.75
57.5N,27.5W,0.70
57.5N,22.5W,0.66
57.5N,17.5W,0.59
57.5N,12.5W,0.50
57.5N,7.5W,0.46
57.5N,2.5W,0.48
62.5N,2.5E,0.35
62.5N,7.5E,-0.91
62.5N,12.5E,-3.04
62.5N,17.5E,-2.03
62.5N,22.5E,-1.85
62.5N,27.5E,-2.54
62.5N,32.5E,-1.89
62.5N,37.5E,-3.02
62.5N,42.5E,-2.77
62.5N,47.5E,-2.56
62.5N,52.5E,-1.24
62.5N,57.5E,-0.66
62.5N,62.5E,0.48
62.5N,67.5E,0.36
62.5N,72.5E,-0.42
62.5N,77.5E,0.78
62.5N,82.5E,0.97
62.5N,87.5E,0.57
62.5N,92.5E,0.05
62.5N,97.5E,-1.40
62.5N,102.5E,-0.68
62.5N,107.5E,-3.83
62.5N,112.5E,-2.43
62.5N,117.5E,-2.49
62.5N,122.5E,-1.61
62.5N,127.5E,-1.14
62.5N,132.5E,-0.88
62.5N,137.5E,1.50
62.5N,142.5E,0.66
62.5N,147.5E,0.69
62.5N,152.5E,-0.42
62.5N,157.5E,0.08
62.5N,162.5E,-0.24
62.5N,167.5E,-0.61
62.5N,172.5E,-0.34
62.5N,177.5E,0.29
62.5N,177.5W,0.73
62.5N,172.5W,0.24
62.5N,167.5W,-0.44
62.5N,162.5W,-1.00
62.5N,157.5W,-2.25
62.5N,152.5W,-2.04
62.5N,147.5W,-0.63
62.5N,142.5W,0.98
62.5N,137.5W,4.78
62.5N,132.5W,5.43
62.5N,127.5W,5.19
62.5N,122.5W,5.87
62.5N,117.5W,7.52
62.5N,112.5W,8.28
62.5N,107.5W,7.42
62.5N,102.5W,8.39
62.5N,97.5W,7.23
62.5N,92.5W,8.29
62.5N,87.5W,0.88
62.5N,82.5W,5.41
62.5N,77.5W,-0.85
62.5N,72.5W,2.73
62.5N,67.5W,2.21
62.5N,62.5W,0.04
62.5N,57.5W,0.93
62.5N,52.5W,0.76
62.5N,47.5W,0.41
62.5N,42.5W,0.38
62.5N,37.5W,0.49
62.5N,32.5W,0.54
62.5N,27.5W,0.50
62.5N,22.5W,0.13
62.5N,17.5W,0.13
62.5N,12.5W,0.25
62.5N,7.5W,0.31
62.5N,2.5W,0.39
67.5N,2.5E,-0.57
67.5N,7.5E,-0.73
67.5N,12.5E,-3.36
67.5N,17.5E,-2.65
67.5N,22.5E,-2.72
67.5N,27.5E,-2.92
67.5N,32.5E,-1.69
67.5N,37.5E,-4.08
67.5N,42.5E,-4.94
67.5N,47.5E,-2.64
67.5N,52.5E,-1.02
67.5N,57.5E,-0.29
67.5N,62.5E,0.43
67.5N,67.5E,0.84
67.5N,72.5E,0.81
67.5N,77.5E,1.61
67.5N,82.5E,1.98
67.5N,87.5E,1.28
67.5N,92.5E,2.03
67.5N,97.5E,1.42
67.5N,102.5E,1.61
67.5N,107.5E,1.41
67.5N,112.5E,2.04
67.5N,117.5E,0.29
67.5N,122.5E,-0.78
67.5N,127.5E,0.27
67.5N,132.5E,1.52
67.5N,137.5E,0.84
67.5N,142.5E,0.14
67.5N,147.5E,0.02
67.5N,152.5E,0.39
67.5N,157.5E,-0.14
67.5N,162.5E,-0.21
67.5N,167.5E,-1.74
67.5N,172.5E,-0.71
67.5N,177.5E,-0.46
67.5N,177.5W,-0.62
67.5N,172.5W,-0.75
67.5N,167.5W,-0.01
67.5N,162.5W,0.04
67.5N,157.5W,-0.87
67.5N,152.5W,-0.13
67.5N,147.5W,0.22
67.5N,142.5W,1.96
67.5N,137.5W,3.06
67.5N,132.5W,4.12
67.5N,127.5W,4.82
67.5N,122.5W,6.10
67.5N,117.5W,7.11
67.5N,112.5W,6.46
67.5N,107.5W,7.88
67.5N,102.5W,6.90
67.5N,97.5W,7.13
67.5N,92.5W,8.61
67.5N,87.5W,7.49
67.5N,82.5W,6.09
67.5N,77.5W,5.28
67.5N,72.5W,4.64
67.5N,67.5W,4.65
67.5N,62.5W,8.99
67.5N,57.5W,3.28
67.5N,52.5W,0.39
67.5N,47.5W,0.16
67.5N,42.5W,-0.87
67.5N,37.5W,-2.42
67.5N,32.5W,-2.17
67.5N,27.5W,-1.11
67.5N,22.5W,-1.91
67.5N,17.5W,-1.90
67.5N,12.5W,-1.04
67.5N,7.5W,-0.85
67.5N,2.5W,-0.86
72.5N,2.5E,-0.47
72.5N,7.5E,-0.11
72.5N,12.5E,-0.20
72.5N,17.5E,1.00
72.5N,22.5E,-0.43
72.5N,27.5E,-0.58
72.5N,32.5E,-0.94
72.5N,37.5E,-0.06
72.5N,42.5E,0.34
72.5N,47.5E,0.62
72.5N,52.5E,0.35
72.5N,57.5E,1.02
72.5N,62.5E,1.94
72.5N,67.5E,2.63
72.5N,72.5E,3.05
72.5N,77.5E,3.47
72.5N,82.5E,4.02
72.5N,87.5E,4.32
72.5N,92.5E,3.83
72.5N,97.5E,4.02
72.5N,102.5E,3.84
72.5N,107.5E,4.22
72.5N,112.5E,3.62
72.5N,117.5E,3.89
72.5N,122.5E,3.23
72.5N,127.5E,2.22
72.5N,132.5E,1.56
72.5N,137.5E,1.94
72.5N,142.5E,1.75
72.5N,147.5E,1.79
72.5N,152.5E,1.77
72.5N,157.5E,1.67
72.5N,162.5E,1.67
72.5N,167.5E,1.60
72.5N,172.5E,1.46
72.5N,177.5E,1.57
72.5N,177.5W,1.93
72.5N,172.5W,2.12
72.5N,167.5W,2.72
72.5N,162.5W,2.99
72.5N,157.5W,4.08
72.5N,152.5W,4.00
72.5N,147.5W,3.95
72.5N,142.5W,3.77
72.5N,137.5W,4.97
72.5N,132.5W,5.78
72.5N,127.5W,6.91
72.5N,122.5W,6.97
72.5N,117.5W,7.34
72.5N,112.5W,6.80
72.5N,107.5W,5.97
72.5N,102.5W,6.12
72.5N,97.5W,5.77
72.5N,92.5W,7.70
72.5N,87.5W,6.28
72.5N,82.5W,6.68
72.5N,77.5W,5.41
72.5N,72.5W,4.85
72.5N,67.5W,7.74
72.5N,62.5W,3.88
72.5N,57.5W,3.31
72.5N,52.5W,2.80
72.5N,47.5W,0.70
72.5N,42.5W,-0.46
72.5N,37.5W,-1.21
72.5N,32.5W,-0.82
72.5N,27.5W,0.28
72.5N,22.5W,3.24
72.5N,17.5W,3.30
72.5N,12.5W,3.22
72.5N,7.5W,3.12
72.5N,2.5W,2.17
77.5N,2.5E,0.33
77.5N,7.5E,1.73
77.5N,12.5E,2.34
77.5N,17.5E,0.11
77.5N,22.5E,2.47
77.5N,27.5E,3.39
77.5N,32.5E,4.13
77.5N,37.5E,3.64
77.5N,42.5E,4.14
77.5N,47.5E,4.80
77.5N,52.5E,5.13
77.5N,57.5E,5.57
77.5N,62.5E,5.80
77.5N,67.5E,6.45
77.5N,72.5E,6.31
77.5N,77.5E,5.56
77.5N,82.5E,5.43
77.5N,87.5E,6.79
77.5N,92.5E,4.27
77.5N,97.5E,5.36
77.5N,102.5E,4.53
77.5N,107.5E,6.61
77.5N,112.5E,5.73
77.5N,117.5E,6.03
77.5N,122.5E,5.90
77.5N,127.5E,5.47
77.5N,132.5E,4.86
77.5N,137.5E,3.91
77.5N,142.5E,3.57
77.5N,147.5E,3.17
77.5N,152.5E,3.08
77.5N,157.5E,2.74
77.5N,162.5E,2.95
77.5N,167.5E,2.64
77.5N,172.5E,2.76
77.5N,177.5E,3.13
77.5N,177.5W,3.03
77.5N,172.5W,4.04
77.5N,167.5W,4.74
77.5N,162.5W,4.98
77.5N,157.5W,5.88
77.5N,152.5W,6.33
77.5N,147.5W,6.38
77.5N,142.5W,5.96
77.5N,137.5W,6.24
77.5N,132.5W,6.25
77.5N,127.5W,5.86
77.5N,122.5W,6.29
77.5N,117.5W,7.83
77.5N,112.5W,10.41
77.5N,107.5W,7.64
77.5N,102.5W,4.44
77.5N,97.5W,5.65
77.5N,92.5W,5.32
77.5N,87.5W,3.18
77.5N,82.5W,5.38
77.5N,77.5W,7.23
77.5N,72.5W,5.69
77.5N,67.5W,3.37
77.5N,62.5W,5.60
77.5N,57.5W,5.00
77.5N,52.5W,4.71
77.5N,47.5W,3.72
77.5N,42.5W,2.89
77.5N,37.5W,2.54
77.5N,32.5W,2.58
77.5N,27.5W,2.96
77.5N,22.5W,3.65
77.5N,17.5W,1.39
77.5N,12.5W,5.83
77.5N,7.5W,6.10
77.5N,2.5W,4.80
82.5N,2.5E,2.16
82.5N,7.5E,6.53
82.5N,12.5E,7.46
82.5N,17.5E,6.85
82.5N,22.5E,6.74
82.5N,27.5E,19.40
82.5N,32.5E,7.07
82.5N,37.5E,6.75
82.5N,42.5E,7.31
82.5N,47.5E,7.10
82.5N,52.5E,7.36
82.5N,57.5E,3.17
82.5N,62.5E,7.65
82.5N,67.5E,7.72
82.5N,72.5E,7.74
82.5N,77.5E,7.65
82.5N,82.5E,7.51
82.5N,87.5E,7.38
82.5N,92.5E,7.20
82.5N,97.5E,7.17
82.5N,102.5E,6.90
82.5N,107.5E,7.01
82.5N,112.5E,7.17
82.5N,117.5E,7.33
82.5N,122.5E,1.91
82.5N,127.5E,7.07
82.5N,132.5E,6.91
82.5N,137.5E,6.40
82.5N,142.5E,6.01
82.5N,147.5E,5.60
82.5N,152.5E,5.24
82.5N,157.5E,5.09
82.5N,162.5E,5.01
82.5N,167.5E,4.66
82.5N,172.5E,4.54
82.5N,177.5E,4.37
82.5N,177.5W,4.76
82.5N,172.5W,4.76
82.5N,167.5W,4.97
82.5N,162.5W,5.17
82.5N,157.5W,5.11
82.5N,152.5W,5.51
82.5N,147.5W,6.13
82.5N,142.5W,5.79
82.5N,137.5W,6.14
82.5N,132.5W,6.06
82.5N,127.5W,5.59
82.5N,122.5W,5.67
82.5N,117.5W,6.14
82.5N,112.5W,5.62
82.5N,107.5W,5.21
82.5N,102.5W,5.36
82.5N,97.5W,5.32
82.5N,92.5W,5.34
82.5N,87.5W,5.78
82.5N,82.5W,5.04
82.5N,77.5W,3.05
82.5N,72.5W,4.98
82.5N,67.5W,5.94
82.5N,62.5W,3.59
82.5N,57.5W,6.85
82.5N,52.5W,6.92
82.5N,47.5W,6.19
82.5N,42.5W,6.22
82.5N,37.5W,7.16
82.5N,32.5W,8.16
82.5N,27.5W,9.36
82.5N,22.5W,8.58
82.5N,17.5W,4.65
82.5N,12.5W,7.43
82.5N,7.5W,7.78
82.5N,2.5W,7.76
87.5N,2.5E,5.89
87.5N,7.5E,6.98
87.5N,12.5E,8.41
87.5N,17.5E,1.98
87.5N,22.5E,1.93
87.5N,27.5E,1.89
87.5N,32.5E,8.65
87.5N,37.5E,8.64
87.5N,42.5E,8.21
87.5N,47.5E,8.29
87.5N,52.5E,8.25
87.5N,57.5E,8.21
87.5N,62.5E,7.98
87.5N,67.5E,8.01
87.5N,72.5E,7.93
87.5N,77.5E,7.60
87.5N,82.5E,7.68
87.5N,87.5E,7.63
87.5N,92.5E,7.58
87.5N,97.5E,7.55
87.5N,102.5E,7.05
87.5N,107.5E,5.17
87.5N,112.5E,5.29
87.5N,117.5E,7.18
87.5N,122.5E,7.49
87.5N,127.5E,7.35
87.5N,132.5E,6.99
87.5N,137.5E,6.80
87.5N,142.5E,6.62
87.5N,147.5E,6.68
87.5N,152.5E,6.61
87.5N,157.5E,6.98
87.5N,162.5E,6.93
87.5N,167.5E,6.38
87.5N,172.5E,6.30
87.5N,177.5E,6.34
87.5N,177.5W,6.32
87.5N,172.5W,6.21
87.5N,167.5W,5.89
87.5N,162.5W,5.92
87.5N,157.5W,5.93
87.5N,152.5W,5.96
87.5N,147.5W,6.25
87.5N,142.5W,6.29
87.5N,137.5W,6.31
87.5N,132.5W,6.54
87.5N,127.5W,6.40
87.5N,122.5W,6.71
87.5N,117.5W,6.51
87.5N,112.5W,6.40
87.5N,107.5W,6.30
87.5N,102.5W,6.49
87.5N,97.5W,6.50
87.5N,92.5W,6.53
87.5N,87.5W,6.54
87.5N,82.5W,6.75
87.5N,77.5W,6.84
87.5N,72.5W,6.90
87.5N,67.5W,6.94
87.5N,62.5W,7.03
87.5N,57.5W,7.23
87.5N,52.5W,7.33
87.5N,47.5W,7.46
87.5N,42.5W,7.51
87.5N,37.5W,7.66
87.5N,32.5W,7.76
87.5N,27.5W,7.73
87.5N,22.5W,7.81
87.5N,17.5W,7.91
87.5N,12.5W,8.12
87.5N,7.5W,8.28
87.5N,2.5W,8.22
